world_rank_grade,university_name,country,teaching_score,international_score,research_score,citations_score,total_score,num_students,student_staff_ratio,international_students,female_male_ratio,year
1,Harvard University,USA,99.7,72.4,98.7,98.8,96.1,20152,8.9,25,34,2011
1,California Institute of Technology,USA,97.7,54.6,98,99.9,96,2243,6.9,27,33,2011
1,Massachusetts Institute of Technology,USA,97.8,82.3,91.4,99.9,95.6,11074,9,33,37,2011
1,Stanford University,USA,98.3,29.5,98.1,99.2,94.3,15596,7.8,22,42,2011
1,Princeton University,USA,90.9,70.3,95.4,99.9,94.2,7929,8.4,27,45,2011
1,University of Cambridge,UK,90.5,77.7,94.1,94,91.2,18812,11.8,34,46,2011
1,University of Oxford,UK,88.2,77.2,93.9,95.1,91.2,19919,11.6,34,46,2011
1,"University of California, Berkeley",USA,84.2,39.6,99.3,97.8,91.1,36186,16.4,15,50,2011
1,Imperial College London,UK,89.2,90,94.5,88.3,90.6,15060,11.7,51,37,2011
1,Yale University,USA,92.1,59.2,89.7,91.5,89.5,11751,4.4,20,50,2011
1,"University of California, Los Angeles",USA,83,48.1,92.9,93.2,87.7,38206,10.3,15,52,2011
1,University of Chicago,USA,79.1,62.8,87.9,96.9,86.9,14221,6.9,21,42,2011
1,Johns Hopkins University,USA,80.9,58.5,89.2,92.3,86.4,15128,3.6,23,50,2011
1,Cornell University,USA,82.2,62.4,88.8,88.1,83.9,21424,10.2,19,48,2011
1,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,77.5,93.7,87.8,83.1,83.4,18178,14.7,37,31,2011
1,University of Michigan,USA,83.9,53.3,89.1,84.1,83.4,41786,9,16,48,2011
1,University of Toronto,Canada,75.8,64.5,87.9,82.2,82,66198,19.5,15,33,2011
1,Columbia University,USA,73.8,90.9,73.8,92.6,81,25055,5.9,28,45,2011
1,University of Pennsylvania,USA,71.8,32.9,82.7,93.6,79.5,20376,6.5,20,51,2011
1,Carnegie Mellon University,USA,70.3,39.1,79.3,95.7,79.3,11885,13.1,35,39,2011
1,University of Hong Kong,HongKong,68.4,91.4,71.4,96.1,79.2,19835,17.6,38,53,2011
1,University College London,UK,74,90.8,81.6,80.6,78.4,26607,10.7,46,56,2011
1,University of Washington,USA,68.2,49,77.1,95.9,78,44020,11.8,13,53,2011
1,Duke University,USA,66.8,49.4,71.5,92.3,76.5,15172,4.8,17,49,2011
1,Northwestern University,USA,64.5,60.5,68.8,95.3,75.9,18334,13.8,15,48,2011
2,University of Tokyo,Japan,87.7,18.4,91.9,58.1,75.6,26199,5.7,10,36,2011
2,Georgia Institute of Technology,USA,67.9,73.2,72.6,83.2,75.3,19967,20.1,26,31,2011
2,Pohang University of Science and Technology,SouthKorea,69.5,32.6,62.5,96.5,75.1,3055,10.1,4,34,2011
2,"University of California, Santa Barbara",USA,56.6,64.3,68,98.8,75,22020,27.3,11,52,2011
2,University of British Columbia,Canada,65.1,93.3,74.8,80.3,73.8,50152,17.6,25,54,2011
2,University of North Carolina at Chapel Hill,USA,70.9,21.5,75.1,85,73.8,26518,7.3,8,58,2011
2,"University of California, San Diego",USA,59.8,31.6,76.3,90.8,73.2,27233,6.5,11,48,2011
2,University of Illinois at Urbana-Champaign,USA,68.1,55.9,80.9,72.9,73,42727,18.7,20,47,2011
2,National University of Singapore,Singapore,65.5,97.8,72.6,78.7,72.9,31592,15.5,34,49,2011
2,McGill University,Canada,69,85.9,74.9,69,71.7,31326,13.7,23,56,2011
2,University of Melbourne,Australia,58.7,88,69.2,83.3,71,40128,23.7,35,55,2011
2,Peking University,China,76.4,68.6,61.3,72.2,70.7,40148,8.3,14,54,2011
2,Washington University in St Louis,USA,58.9,56.4,63,88.6,69.9,12528,5.7,17,56,2011
2,École Polytechnique,France,57.9,77.9,56.1,91.4,69.5,2429,4.8,30,46,2011
2,University of Edinburgh,UK,59.9,67.3,61.9,86.8,69.2,25774,14.1,36,58,2011
2,Hong Kong University of Science and Technology,HongKong,50.4,97.4,51.8,98.2,69,11385,23.8,36,52,2011
2,École Normale Supérieure,France,66.8,44.9,48.2,95.7,68.6,2400,7.9,20,46,2011
2,Australian National University,Australia,51.9,93.9,62.4,81,67,14604,19.2,35,52,2011
2,Karolinska Institute,Sweden,65.8,56.7,72.7,62.3,67,7774,11.5,22,70,2011
2,University of Göttingen,Germany,57.3,44.5,55.9,92.5,67,25581,25.6,12,51,2011
2,University of Wisconsin,USA,55.5,43.7,64.6,83.4,67,27986,12.4,13,32,2011
2,Rice University,USA,57.4,31.2,50.6,99.1,66.9,6333,9,26,44,2011
2,École Polytechnique Fédérale de Lausanne,Switzerland,55,100,56.1,83.8,66.5,9666,10.5,54,27,2011
2,"University of California, Irvine",USA,49.4,66.3,54.7,91.6,66,26614,16.1,16,52,2011
2,University of Science and Technology of China,China,57.5,45.7,48.6,92.7,66,14290,7.9,2,34,2011
3,Vanderbilt University,USA,64.9,22.1,59.5,78.1,65.9,12161,3.6,10,52,2011
3,University of Minnesota,USA,57.6,23,69.1,76.4,65.6,46825,18,13,52,2011
3,Tufts University,USA,64.1,28.3,52.3,83.9,65.2,10410,10,14,54,2011
3,"University of California, Davis",USA,57.3,60.5,70.7,68.8,65,35364,13.9,13,54,2011
3,Brown University,USA,59.7,60.5,57,77.7,64.9,8653,10.1,19,34,2011
3,University of Massachusetts,USA,61.3,22.6,72.6,67.9,64.7,56959,13,11,49,2011
3,Kyoto University,Japan,78.9,18.4,77.7,46.3,64.6,22809,5.6,7,45,2011
3,Tsinghua University,China,74.9,43,66.6,52.7,64.2,39763,13.7,10,32,2011
3,Boston University,USA,53.6,38.1,51.9,91.4,64,24789,8.6,17,58,2011
3,New York University,USA,62,31.8,50.7,82.9,63.9,42056,6.8,19,55,2011
3,Emory University,USA,63.4,52.3,48.4,77.8,63,12338,4.5,18,56,2011
3,LMU Munich,Germany,59.1,43.1,57.5,76.4,63,35691,15.5,13,62,2011
3,University of Notre Dame,USA,56.4,35.6,45.1,89.1,62.8,11829,13.8,10,44,2011
3,University of Pittsburgh,USA,58.5,25.2,58.3,78.3,62.7,26485,5.8,10,51,2011
3,Case Western Reserve University,USA,67.2,56.5,53.8,66,62.2,9259,6.4,17,48,2011
3,Ohio State University,USA,63.5,64,54.9,67.2,62.1,51462,13.4,12,49,2011
3,University of Colorado Boulder,USA,46.4,31.7,58.1,83.4,61.6,29325,16.1,8,45,2011
3,University of Bristol,UK,49.6,67.2,53.1,80.9,61.4,17906,14,25,53,2011
3,"University of California, Santa Cruz",USA,38.3,16.7,50.4,99.6,61.4,17404,22.7,1,53,2011
3,Yeshiva University,USA,63.5,53.3,46.7,74.4,61.4,6753,5.5,7,53,2011
3,University of Sydney,Australia,49.8,89.6,61.9,64.3,61.2,41868,20.2,28,57,2011
3,University of Virginia,USA,62,42.2,55.4,68.6,61.1,23845,10.2,12,52,2011
3,University of Adelaide,Australia,46.5,87.5,38.8,90.5,60.7,20771,30.1,26,48,2011
3,University of Southern California,USA,65.4,31.2,48.7,71.9,60.7,36534,12.9,20,52,2011
3,William & Mary,USA,53.1,20.9,36.1,95.6,60.4,7867,11.8,7,54,2011
4,Trinity College Dublin,Ireland,47.7,84.2,45.3,84.4,60.3,15521,18,25,57,2011
4,King’s College London,UK,48.5,85.9,54.5,72.1,59.7,21394,11.4,37,61,2011
4,Stony Brook University,USA,48.5,52.2,43.6,85.8,59.6,21908,10.9,24,50,2011
4,Korea Advanced Institute of Science and Technology (KAIST),SouthKorea,71.3,36.7,63.4,45.5,59.5,9027,10,9,34,2011
4,University of Sussex,UK,42.4,72.8,42.4,91.6,59.5,12001,17.4,35,54,2011
4,The University of Queensland,Australia,51.8,74.2,53.4,69,59.1,34718,32.7,27,53,2011
4,University of York,UK,47.9,66.6,46.2,81.9,59.1,29322,12.3,21,37,2011
4,Heidelberg University,Germany,59.2,63.4,47.5,70.3,59,28881,24.5,17,55,2011
4,University of Utah,USA,55.8,22.5,54.2,72,59,25674,16.9,9,45,2011
4,Durham University,UK,39.8,65.7,44.1,91,58.9,15489,15.7,24,54,2011
4,London School of Economics and Political Science,UK,62.4,99.5,56.2,51.6,58.3,29990,12.2,13,46,2011
4,University of Manchester,UK,56.5,79.1,56.2,59.2,58,34938,15.3,34,52,2011
4,"Royal Holloway, University of London",UK,37.7,92.9,36.2,93.2,57.9,8747,15.9,37,57,2011
4,Lund University,Sweden,46.3,56.8,60.8,67.6,57.8,28251,11.5,15,34,2011
4,University of Southampton,UK,50.8,69,47.8,72.9,57.7,20925,13.5,29,53,2011
4,University of Zurich,Switzerland,56.6,87.9,47,65,57.7,26583,6.5,19,57,2011
4,Wake Forest University,USA,54.6,24.4,42.9,79.2,57.7,7326,4.6,5,51,2011
4,McMaster University,Canada,44.7,42.3,58.7,68.5,57.6,23823,19.3,15,53,2011
4,University College Dublin,Ireland,42.4,87,36.6,86.3,57.5,22193,24.5,23,32,2011
4,George Washington University,USA,60.6,39.6,43.1,70.2,57.3,20541,12,16,56,2011
4,University of Arizona,USA,52.4,21.9,52.2,70.1,57.3,36429,12.7,8,52,2011
4,University of Basel,Switzerland,50.2,91.3,37.1,78.3,57.3,12551,17.3,24,54,2011
4,"University of Maryland, College Park",USA,45.4,35.4,48.6,79.2,57.2,31331,8.4,9,48,2011
4,Dartmouth College,USA,44.7,31,49.2,79.7,57.1,6178,6.6,16,47,2011
4,École Normale Supérieure de Lyon,France,51.1,37.6,34.4,88.8,57,2218,8,14,49,2011
5,Technical University of Munich,Germany,50.4,85.3,43.2,71.2,56.9,35565,31.5,20,33,2011
5,University of Helsinki,Finland,49,24.2,51.4,75.4,56.6,23505,15.1,6,66,2011
5,University of St Andrews,UK,44.8,85.7,47.7,72.9,56.5,8338,12.7,47,56,2011
5,Rensselaer Polytechnic Institute,USA,50.5,48,54.6,64.9,56.4,6671,15,16,30,2011
5,"Rutgers, the State University of New Jersey",USA,53.4,26.8,64.7,55.7,56.3,37032,17.3,8,51,2011
5,Purdue University,USA,57,62.6,67.8,43.9,56.2,39256,18.1,22,42,2011
5,National Tsing Hua University,Taiwan,52.2,34.1,52.6,66.9,56.1,10221,13.5,5,33,2011
5,University of Cape Town,SouthAfrica,36.6,83.3,42.1,82.8,56.1,20040,12.1,18,53,2011
5,Pennsylvania State University,USA,46.3,19.9,49.2,77.6,56,44501,12.4,12,46,2011
5,Seoul National University,SouthKorea,62.3,44.9,54.1,54.6,56,26389,13.9,10,34,2011
5,Hong Kong Baptist University,HongKong,32.9,71.8,32.5,97.6,55.6,10441,11,25,61,2011
5,Bilkent University,Turkey,34.3,47.7,36.1,95.7,55.4,28654,13.8,7,23,2011
5,Tokyo Institute of Technology,Japan,62.9,24.8,63.4,45.5,55.4,9586,7.3,13,45,2011
5,Eindhoven University of Technology,Netherlands,55.4,44.9,51.7,56.9,55.3,8176,16,14,32,2011
5,National Taiwan University,Taiwan,50.3,29.2,59,61.6,55.2,31891,11.9,7,39,2011
5,University of Hawai’i at Mānoa,USA,38.3,34.2,47.6,81,55.2,29322,12.2,21,38,2011
5,"University of California, Riverside",USA,38.6,63,47.4,78.3,55.1,20626,22,12,51,2011
5,University of Geneva,Switzerland,46.6,95.7,49.7,63.1,55,15668,15,39,61,2011
5,KU Leuven,Belgium,57.7,29.6,62.9,45.2,54.8,42503,41.9,18,54,2011
5,Nanjing University,China,52.2,50.2,46.2,66,54.6,29743,13.3,10,46,2011
5,Queen Mary University of London,UK,39.7,91,44.1,73.5,54.6,14260,14,40,52,2011
5,Michigan State University,USA,50.4,30.4,52.7,63.7,54.5,44750,15.7,15,51,2011
5,Technical University of Denmark,Denmark,46.2,64,46.9,64.6,54.5,9990,5,18,27,2011
5,Ghent University,Belgium,52.8,24.7,59.1,52.8,54.4,32166,34.1,9,57,2011
5,Lancaster University,UK,43.5,73.8,41.9,74.9,54.4,11512,14.9,33,52,2011
6,Leiden University,Netherlands,47.3,40,54.9,59.3,54.4,21222,17.1,10,59,2011
6,University of Alberta,Canada,53.7,71.6,58,49.7,54.3,36299,21.6,23,55,2011
6,University of Glasgow,UK,45.6,55.1,50.3,65.1,54.2,22616,16,29,57,2011
6,Stockholm University,Sweden,36.9,37.8,49.2,75.9,54,31715,23.7,8,62,2011
6,Osaka University,Japan,61.7,20.1,63.4,40,53.4,23144,7.8,9,31,2011
6,University of Victoria,Canada,32.9,30.5,48.3,79.1,53.4,17581,21.5,11,56,2011
6,Tohoku University,Japan,60.3,20.1,62.5,41.2,53.3,17200,5,7,25,2011
6,University of Freiburg,Germany,52.4,46.2,41.4,64.3,53.3,26467,31.2,16,52,2011
6,University of Iowa,USA,48.6,31.7,59.8,54.8,53.3,27526,11.6,11,52,2011
6,University of Bergen,Norway,39.9,66.6,42.1,73.1,52.7,11623,11.1,12,60,2011
6,University of Lausanne,Switzerland,43.1,84.1,50.5,59.1,52.6,11964,13.1,22,34,2011
6,University of Sheffield,UK,48.9,62.7,49.2,58.4,52.5,23311,15.5,31,50,2011
6,University of Montreal,Canada,56.1,49.8,49.4,51.9,52.4,38264,20.3,25,57,2011
6,VU University Amsterdam,Netherlands,47.6,30.6,51.6,58.5,52.3,23280,16.3,6,56,2011
6,Pierre and Marie Curie University,France,51.9,30.7,37.2,71.5,52.2,27862,8.7,18,48,2011
6,University of Dundee,UK,34.1,54.4,41,79.3,52.2,11628,15.3,25,60,2011
6,University of Barcelona,Spain,34.1,22.3,33.7,91.9,52.1,47491,12.2,10,62,2011
6,Utrecht University,Netherlands,43.4,52.6,53,58.8,52,30779,15.4,7,59,2011
6,Wageningen University and Research Center,Netherlands,58.5,24.3,48.8,53,51.9,9248,17,21,56,2011
6,University of Auckland,NewZealand,34.8,94.3,39.2,71.8,51.8,29787,18.9,28,54,2011
6,University of Birmingham,UK,50.3,73.8,50.7,52.1,51.8,25295,16.4,23,54,2011
6,State University of Campinas,Brazil,29.5,19.3,28,99.8,51.6,127431,23.3,1,46,2011
6,Uppsala University,Sweden,49.6,77.9,62.2,40.7,51.6,25266,18.2,12,57,2011
6,Hong Kong Polytechnic University,HongKong,39.4,82.9,45.7,62.4,51.4,22064,25.9,26,51,2011
6,University of Aberdeen,UK,37.8,86.1,45.2,64.6,51.4,12938,15.8,33,54,2011
7,Delft University of Technology,Netherlands,55.5,47.4,67.7,29,51.3,15920,19.4,25,26,2011
7,"Birkbeck, University of London",UK,41.2,88.5,35.8,70.6,51.2,9454,17.2,38,55,2011
7,Newcastle University,UK,42.7,80.5,42.8,63.6,51.2,20174,15.2,29,50,2011
7,University of New South Wales,Australia,49.5,70.7,48.9,51.2,51.2,38309,25.9,33,47,2011
7,Pompeu Fabra University,Spain,35,44.1,33,84.7,51.1,10901,18.3,13,59,2011
7,Indiana University,USA,48.5,37.7,42.5,63.2,51,62468,13.6,13,53,2011
7,Iowa State University,USA,49.3,23.2,49.6,58.2,51,29991,17.4,11,44,2011
7,Georgia Health Sciences University,USA,67.3,16.3,41.7,48.9,50.7,33998,16.3,13,34,2011
7,Erasmus University Rotterdam,Netherlands,39.4,58.6,43.6,65.5,50.4,20580,18.9,18,48,2011
7,University of Delaware,USA,38.4,16.8,51.9,61.3,50.4,19262,15.9,10,56,2011
7,Arizona State University,USA,43,24.1,44.1,66.9,50.3,83236,29.9,9,50,2011
7,Boston College,USA,40.1,31.6,33.6,78,50.3,13216,17.4,19,54,2011
7,National Sun Yat-Sen University,Taiwan,46.1,21.3,50.6,58.9,50.2,9336,19.6,4,37,2011
7,Georgetown University,USA,65.1,24.7,44.7,45,50.1,15408,8.5,14,53,2011
7,University of Amsterdam,Netherlands,42.5,38.2,49.2,60.2,50,24570,14.4,11,53,2011
7,University of Liverpool,UK,40.8,59.8,47.8,59.6,50,18815,13.6,30,52,2011
7,Aarhus University,Denmark,38.1,33.4,55.6,57.3,49.9,23895,13.6,14,54,2011
7,University of Leeds,UK,46.2,50,48,55.6,49.8,27703,14.7,21,58,2011
7,University of Würzburg,Germany,48.7,40.3,40.9,60.4,49.8,26576,38.4,8,57,2011
7,University of Groningen,Netherlands,41.7,35.5,56.4,54.1,49.7,24556,25.6,12,52,2011
7,Sun Yat-sen University,China,46.2,29.3,34.7,70.2,49.6,51351,16.6,8,51,2011
7,Goethe University Frankfurt,Germany,39.2,56.1,37.3,69.5,49.4,31861,9.3,15,60,2011
7,Bielefeld University,Germany,39.9,27.8,35.7,70.4,49.3,21428,67.8,8,57,2011
7,Nanyang Technological University,Singapore,43.6,96.3,51.7,45,49,25028,16.2,33,48,2011
7,University of East Anglia,UK,42.1,62.8,40.4,62.8,49,14992,14.7,28,58,2011
8,University of Nottingham,UK,46.8,74.8,44.1,52.5,49,30144,15,27,54,2011
8,University of Copenhagen,Denmark,44.1,45.8,45.7,58.3,48.8,27545,4.1,19,67,2011
8,Humboldt University of Berlin,Germany,50.9,46.1,44.5,52,48.5,29987,52.5,16,34,2011
8,Monash University,Australia,39.4,87.1,38.8,60.5,48.5,50882,40.5,36,56,2011
8,University of Bonn,Germany,46.8,46.8,33.8,65.3,48.5,32474,70.4,13,55,2011
8,National Chiao Tung University,Taiwan,53.2,57.9,54.4,32.9,48.3,12646,16.6,5,27,2011
8,RWTH Aachen University,Germany,50,63.8,42.5,48.9,48.2,37917,27.6,16,31,2011
8,Middle East Technical University,Turkey,39.5,27.2,39.5,66.4,47.7,25779,22.2,7,44,2011
8,University of Exeter,UK,40.4,62.8,42.5,57.9,47.6,17755,18.8,28,54,2011
8,University of Twente,Netherlands,49.9,62.4,48.3,42,47.5,6631,12,26,37,2011
8,University of Konstanz,Germany,42.7,93.6,40.1,51.3,47.3,10930,59.1,12,54,2011
8,Karlsruhe Institute of Technology,Germany,45,47.3,35.4,60.7,47.2,25294,24.6,16,26,2011
8,University of Innsbruck,Austria,37.9,99.5,34.8,60.2,47.2,18209,16.9,39,54,2011
8,University of Tübingen,Germany,45.9,57.8,36.3,57.3,47,28327,38.9,12,58,2011
8,Drexel University,USA,45,60.6,35.9,58.2,46.9,20713,10.8,18,48,2011
8,University of Cincinnati,USA,43.6,18.9,40.4,61.5,46.9,36108,15.7,6,54,2011
8,Yonsei University,SouthKorea,43,28,48.7,52.2,46.9,24774,11.6,14,34,2011
8,Dalhousie University,Canada,41.6,44.9,50.2,48.8,46.8,15064,14.4,18,55,2011
8,KTH Royal Institute of Technology,Sweden,49.1,64.2,56.2,29.2,46.8,12062,14.6,21,30,2011
8,University of Vienna,Austria,47.6,63.2,45.7,45.6,46.7,34651,20.5,25,67,2011
8,Kent State University,USA,33.5,15.9,33.3,76.8,46.5,23122,19,8,58,2011
8,University of Illinois at Chicago,USA,57.8,51.8,46.8,34.7,46.4,24313,9.2,17,53,2011
8,Zhejiang University,China,54.6,29.6,41.3,44.3,46.4,47508,15.9,5,41,2011
8,Simon Fraser University,Canada,32.9,51.9,44.2,60.2,46.2,26640,28.3,19,55,2011
8,Swedish University of Agricultural Sciences,Sweden,43.3,35.8,49.5,41.7,46.2,3879,4.6,10,67,2011
1,California Institute of Technology,USA,95.7,56,98.2,99.9,94.8,2243,6.9,27,33,2012
1,Harvard University,USA,95.8,67.5,97.4,99.8,93.9,20152,8.9,25,34,2012
1,Stanford University,USA,94.8,57.2,98.9,99.8,93.9,15596,7.8,22,42,2012
1,University of Oxford,UK,89.5,91.9,96.6,97.9,93.6,19919,11.6,34,46,2012
1,Princeton University,USA,91.5,49.6,99.1,100,92.9,7929,8.4,27,45,2012
1,University of Cambridge,UK,90.5,85.3,94.2,97.3,92.4,18812,11.8,34,46,2012
1,Massachusetts Institute of Technology,USA,92.7,79.2,87.4,100,92.3,11074,9,33,37,2012
1,Imperial College London,UK,88.8,92.2,88.7,93.9,90.7,15060,11.7,51,37,2012
1,University of Chicago,USA,89.4,58.8,90.8,99.4,90.2,14221,6.9,21,42,2012
1,"University of California, Berkeley",USA,82.8,50.4,99.4,99.4,89.8,36186,16.4,15,50,2012
1,Yale University,USA,92.3,55.5,91.2,96.7,89.1,11751,4.4,20,50,2012
1,Columbia University,USA,89.1,67.6,81.8,97.8,87.5,25055,5.9,28,34,2012
1,"University of California, Los Angeles",USA,85.9,41,92.5,97.3,87.3,38206,10.3,15,52,2012
1,Johns Hopkins University,USA,78.9,59.9,86.5,97.3,85.8,15128,3.6,23,50,2012
1,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,79.1,97.5,85.8,87.2,85,18178,14.7,37,31,2012
1,University of Pennsylvania,USA,87,34.3,86.1,97.9,84.9,20376,6.5,20,51,2012
1,University College London,UK,77.8,91.8,84.3,89,83.2,26607,10.7,46,56,2012
1,University of Michigan,USA,75.4,47.2,90,94.3,82.8,41786,9,16,48,2012
1,University of Toronto,Canada,76.9,69,87.4,86.5,81.6,66198,19.5,15,34,2012
1,Cornell University,USA,70.4,53.4,87.2,93.5,80.5,21424,10.2,19,48,2012
1,Carnegie Mellon University,USA,65.7,55,79.5,97.4,78.4,11885,13.1,35,39,2012
1,Duke University,USA,62.6,46.9,77.9,97.4,77.4,15172,4.8,17,49,2012
1,University of British Columbia,Canada,68.6,88.7,78.6,85.2,77.4,50152,17.6,25,54,2012
1,Georgia Institute of Technology,USA,66.6,65,73.8,91.9,77,19967,20.1,26,31,2012
1,University of Washington,USA,70.8,36.9,74,98.2,76.5,44020,11.8,13,53,2012
2,Northwestern University,USA,66.3,35.3,75.5,98.6,76.2,18334,13.8,15,48,2012
2,University of Wisconsin-Madison,USA,74.3,23.8,77.3,90.6,75.8,39655,10.8,11,51,2012
2,McGill University,Canada,72.8,81.4,78.4,77.1,75.5,31326,13.7,23,56,2012
2,University of Texas at Austin,USA,69.5,38.8,76.1,89.6,74.9,49427,17.4,9,51,2012
2,University of Tokyo,Japan,86.1,23,80.3,69.1,74.3,26199,5.7,10,34,2012
2,University of Illinois at Urbana-Champaign,USA,67.9,50.7,81.3,81.5,74.2,42727,18.7,20,47,2012
2,Karolinska Institute,Sweden,69.9,82,73.8,73.1,73.1,7774,11.5,22,70,2012
2,"University of California, San Diego",USA,61.4,31.5,72,97.8,73,27233,6.5,11,48,2012
2,University of Hong Kong,HongKong,74,83.7,80.1,60.5,72.3,19835,17.6,38,53,2012
2,"University of California, Santa Barbara",USA,55,52.6,65.3,99.9,72.1,22020,27.3,11,52,2012
2,University of Edinburgh,UK,63,79.8,61.4,92.3,72,25774,14.1,36,58,2012
2,University of Melbourne,Australia,62.2,82.5,72.4,80.7,71.9,40128,23.7,35,55,2012
2,Australian National University,Australia,62.8,93.8,75.1,72.6,71.2,14604,19.2,35,52,2012
2,"University of California, Davis",USA,68,51.4,68.7,83.4,71.2,35364,13.9,13,54,2012
2,National University of Singapore,Singapore,65.7,93,79,63.4,70.9,31592,15.5,34,49,2012
2,Washington University in St Louis,USA,64,45.7,58.9,96.1,70.5,12528,5.7,17,34,2012
2,University of Minnesota,USA,66.1,25.6,72.5,85.4,70,46825,18,13,52,2012
2,University of North Carolina at Chapel Hill,USA,67.6,20.2,62.6,92.6,69.3,26518,7.3,8,58,2012
2,New York University,USA,60.2,38.1,65.4,92.3,69,42056,6.8,19,55,2012
2,LMU Munich,Germany,63.8,54.3,59.9,84.6,67.6,35691,15.5,13,62,2012
2,École Polytechnique Fédérale de Lausanne,Switzerland,53.1,98.9,43.9,95.3,66.3,9666,10.5,54,27,2012
2,London School of Economics and Political Science,UK,66.4,96,75.4,50.6,66,30658,13.8,7,34,2012
2,University of Manchester,UK,59,80.4,61.1,75.6,65.7,34938,15.3,34,52,2012
2,Brown University,USA,59.8,33.4,53.6,93.9,65.6,8653,10.1,19,34,2012
2,Peking University,China,82.3,51.7,64.1,51,65.6,40148,8.3,14,34,2012
3,Pennsylvania State University,USA,53.5,29.5,66.7,83.4,64.9,44501,12.4,12,46,2012
3,Kyoto University,Japan,76.4,21.1,72,56.3,64.8,22809,5.6,7,34,2012
3,Pohang University of Science and Technology,SouthKorea,56.4,25,51.9,92.3,64.6,3055,10.1,4,36,2012
3,Boston University,USA,60.7,37.2,46.2,95.6,64.2,24789,8.6,17,58,2012
3,University of Southern California,USA,65.8,41.1,48.7,80.2,64,36534,12.9,20,52,2012
3,King’s College London,UK,49.8,90,54.2,80.9,63.2,21394,11.4,37,61,2012
3,Ohio State University,USA,61.8,42.2,56.2,77.5,63,51462,13.4,12,49,2012
3,University of Sydney,Australia,55.4,88.1,65.7,57.2,62.4,41868,20.2,28,57,2012
3,University of Pittsburgh,USA,54.3,26.5,53.9,88.7,62,26485,5.8,10,51,2012
3,École Normale Supérieure,France,56.6,66.2,33.5,96.4,62,2400,7.9,20,46,2012
3,University of Zurich,Switzerland,56.7,87.4,45.9,78.4,61.9,26583,6.5,19,57,2012
3,Hong Kong University of Science and Technology,HongKong,51,80.1,58.6,71,61.7,11385,23.8,36,34,2012
3,École Polytechnique,France,50.4,86.1,38.8,89.1,61.5,2429,4.8,30,37,2012
3,University of Massachusetts,USA,54,27.3,58.3,80.1,61.1,56959,13,11,49,2012
3,McMaster University,Canada,41.9,72,49.9,85.5,61,23823,19.3,15,53,2012
3,University of Bristol,UK,44.2,73.7,47.7,89.9,60.9,17906,14,25,53,2012
3,KU Leuven,Belgium,52.5,56.7,64.7,63,60.8,42503,41.9,18,54,2012
3,Utrecht University,Netherlands,42.8,58.1,53.2,85.7,60.4,30779,15.4,7,59,2012
3,University of Göttingen,Germany,51.4,48,50.9,84.1,60.3,25581,25.6,12,51,2012
3,Vanderbilt University,USA,52.1,26.8,47.6,86.8,59.6,12161,3.6,10,52,2012
3,Tsinghua University,China,74.1,33.4,70.1,37.4,59.5,39763,13.7,10,32,2012
3,Rice University,USA,45.9,39.7,38,99.9,59,6333,9,26,44,2012
3,Heidelberg University,Germany,57.1,62.3,41.5,78.5,58.7,28881,24.5,17,55,2012
3,The University of Queensland,Australia,47.5,80.8,52.3,70.2,58.6,34718,32.7,27,53,2012
3,Emory University,USA,48.4,37.3,39.8,90.9,57.4,12338,4.5,18,56,2012
4,Wageningen University and Research Center,Netherlands,50.1,75.9,47.6,66.3,57.4,9248,17,21,56,2012
4,Tufts University,USA,45.8,41.3,37.4,94.5,57.3,10410,10,14,54,2012
4,University of Colorado Boulder,USA,39.5,30.8,42.6,98.2,57.3,29325,16.1,8,45,2012
4,Leiden University,Netherlands,45.4,54.4,55.3,71.7,57,21222,17.1,10,59,2012
4,Lund University,Sweden,40.4,61.2,58.5,72.8,56.9,28251,11.5,15,34,2012
4,"Rutgers, the State University of New Jersey",USA,51.6,25.3,60,69,56.8,37032,17.3,8,51,2012
4,University of Rochester,USA,47,45.7,33.5,94.5,56.8,9390,4.5,26,49,2012
4,Durham University,UK,32.5,75.8,37.9,96.2,56.4,15489,15.7,24,54,2012
4,Pierre and Marie Curie University,France,56.3,66.7,30.5,81.1,56,27862,8.7,18,48,2012
4,University of St Andrews,UK,37.1,89.1,40.2,83,55.7,8338,12.7,47,56,2012
4,"University of California, Irvine",USA,36.2,36.3,42.3,93.5,55.4,26614,16.1,16,52,2012
4,Uppsala University,Sweden,47.2,59.1,65.1,53.3,55.2,25266,18.2,12,57,2012
4,Technical University of Munich,Germany,50,65.2,37.1,76.3,55.1,35565,31.5,20,33,2012
4,University of Notre Dame,USA,42.6,33.1,36.2,94.1,55,11829,13.8,10,44,2012
4,Dartmouth College,USA,44.8,30.6,38.7,89.9,54.9,6178,6.6,16,47,2012
4,University of Helsinki,Finland,39.3,46.8,54.2,75.1,54.8,23505,15.1,6,66,2012
4,University of Amsterdam,Netherlands,41.7,56.4,54.7,68.3,54.7,24570,14.4,11,53,2012
4,Case Western Reserve University,USA,54.2,29.9,40.2,78.4,54.6,9259,6.4,17,48,2012
4,Korea Advanced Institute of Science and Technology (KAIST),SouthKorea,64.2,29.3,54.6,47.1,54.5,9027,10,9,36,2012
